Short name,,MV_RRC Setup Success Rate [CDBH],MV_ERAB Setup Success Rate [CDBH],MV_PS Drop Call Rate % [CDBH],MV_DL User Throughput_Kbps [CDBH],MV_UL User Throughput_Kbps [CDBH],MV_PS handover success rate [LTE Intra System] [CDBH],MV_CSFB Redirection Success Rate [CDBH],MV_E-UTRAN Average CQI [CDBH],UL RSSI PUCCH,MV_VoLTE DCR [CBBH],MV_PS handover success rate [LTE Inter System] [CDBH],MV_VoLTE ERAB Setup Success Rate [CBBH],MV_VoLTE IntraF HOSR Exec [CBBH],MV_VoLTE InterF HOSR Exec [CBBH],MV_VoLTE Packet Loss DL [CBBH],MV_VoLTE Packet Loss UL [CBBH],MV_4G Data Volume_GB,MV_VoLTE Traffic
,17-Mar-23,99.81,99.86,0.36,9191.91,248.29,100,0,8.81,,0,84.62,100,100,,0,0.02,10.7332,1.51
CH_ZQ_T2_OM_ANNA25A_A,13-Mar-23,99.96,99.92,0.1,6685.6,477.79,99.81,0,7.75,,0,99.59,99.64,100,,0.24,0.11,34.6599,2.06
,14-Mar-23,99.95,99.93,0,7418.91,461.72,100,0,7.78,,0,100,100,100,,0.02,0.04,38.8773,1.85
,15-Mar-23,99.98,100,0.06,7667.41,736.17,99.7,0,7.62,,0,99.91,100,100,,0.36,0.53,34.6191,1.39
,16-Mar-23,99.98,99.97,0.15,8266.19,817.73,100,0,8.34,,0,99.72,100,100,,0.06,0.13,38.4456,2.83
,17-Mar-23,100,99.96,0.02,7084.32,574.49,99.9,0,7.24,,0,99.87,100,94.44,,0.74,0.33,33.3314,3.85
CH_ZQ_T2_OM_ANNA25B_B,13-Mar-23,99.93,99.92,0.03,9873.8,516.1,99.82,0,8.27,,0,99.93,100,100,,0.05,0.01,92.9756,2.77
,14-Mar-23,99.82,99.89,0.18,16850.42,875.09,100,0,10.52,,0,100,100,100,,0.23,0.05,96.0241,3.32
,15-Mar-23,99.96,99.9,0.05,9599.88,1062.61,100,0,8.37,,0,99.59,100,100,,0.03,0,96.9081,2.58
,16-Mar-23,99.97,99.99,0.06,7284.55,901.22,99.97,0,8,,0,99.96,100,100,,0,0.05,93.3926,3.23
,17-Mar-23,100,99.91,0.17,17587.5,1660.1,100,0,10,,0,100,100,100,100,0.04,0.05,98.9973,3.54
CH_ZQ_T2_OM_ANNA25C_C,13-Mar-23,100,99.98,0.35,9967.44,190.68,99.07,0,8.1,,0,99.45,100,100,,0.07,0.02,49.3425,2.27
,14-Mar-23,99.96,99.91,0.08,11019.84,836.59,100,0,8.73,,0,100,100,100,,0.03,0.01,55.1439,3.27
,15-Mar-23,100,99.99,0.04,11075.41,1803.22,100,0,8.7,,0,99.6,100,100,,0.16,0.01,56.4638,2.54
,16-Mar-23,100,99.98,0.07,11056.19,785.5,100,0,8.61,,0,100,100,100,,0.07,0.01,57.4371,2.05
,17-Mar-23,100,99.99,0.07,10455.48,1045.68,100,0,8.13,,0,99.85,100,100,,0,0.03,63.1579,1.97
CH_ZQ_T2_OM_ANNA25D_D,13-Mar-23,99.96,99.94,0.09,10652.25,751.64,99.7,0,9.11,,0,99.86,100,100,100,0.12,0.02,114.0447,4.02
,14-Mar-23,99.97,99.98,0.14,9365.84,1039.96,99.84,0,9.23,,0,99.81,100,100,,0.03,0.01,118.5424,3.5
,15-Mar-23,99.98,99.97,0.01,9793.08,1008.45,99.84,0,8.98,,0,99.29,100,100,,0.03,0.01,122.8573,5.28
,16-Mar-23,99.93,99.93,0.07,9452.68,836.99,99.8,0,9.18,,0,99.82,100,100,100,0.02,0.03,122.1848,4.37
,17-Mar-23,99.93,99.96,0.06,7057.06,948.18,99.91,0,9.14,,0,99.56,100,100,,0.1,1.35,127.0096,4.73
CH_ZQ_T2_OM_AYAN31A_A,13-Mar-23,100,99.92,0,10414.91,450.02,100,0,8.8,,0,100,98.98,100,,0.38,0.22,91.4678,2.25
,14-Mar-23,99.96,99.98,0.02,7839.19,652.64,99.83,0,8.33,,0,100,100,100,100,0.09,0.06,92.5946,2.91
,15-Mar-23,99.99,99.92,0.01,6975.27,843.74,100,0,8.22,,0,99.93,100,100,100,0.22,0.05,99.5563,2.37
,16-Mar-23,99.97,99.91,0,6935.53,680.34,100,0,8.47,,0,99.68,100,100,,0.06,0.01,105.299,2.8
,17-Mar-23,99.95,99.93,0.01,7352.92,701.66,100,0,8.13,,0,100,100,100,,0.1,0.02,104.6502,2.72
CH_ZQ_T2_OM_AYAN31B_B,13-Mar-23,99.98,99.93,0,5383.58,349.43,98.94,0,8.46,,0,100,100,100,,0.03,0.01,78.9943,1.43
,14-Mar-23,100,99.9,0,6619.6,590.93,100,0,8.03,,0,99.81,100,100,100,0,0,77.3725,1.29
,15-Mar-23,100,99.93,0,9731.04,810.92,100,0,9.01,,0,99.61,100,100,,0.06,0.02,79.3095,1.35
,16-Mar-23,99.63,99.77,0,10494.47,1181.79,98.17,0,9.19,,0,98.99,100,100,,0.09,0.03,71.3786,1.18
,17-Mar-23,99.95,99.95,0,10122.66,1062.18,99.75,0,9.05,,0,99.73,100,100,,0.03,0.02,78.5781,1.29
CH_ZQ_T2_OM_AYAN31B_M,13-Mar-23,99.95,99.94,0,14488.43,922.89,100,0,9.18,,,99.91,100,100,,0,0.01,66.7296,4.73
,14-Mar-23,99.99,99.95,0.02,10696.83,668.74,99.76,0,8.77,,0,99.8,100,,,0,0.01,72.7526,5.57
,15-Mar-23,99.99,99.97,0,11603.82,869.12,99.89,0,8.98,,0,99.41,100,100,,0,0,67.9706,3.5
,16-Mar-23,99.95,99.94,0,13688.55,966.01,100,0,8.78,,0,99.88,100,,,0,0.01,61.7261,6.03
,17-Mar-23,99.94,99.93,0.01,14029.37,792.36,99.83,0,9.16,,0,99.82,100,100,,0.01,0.05,62.719,3.89
CH_ZQ_T2_OM_AYAN31C_C,13-Mar-23,99.89,99.91,0.01,6140.31,168.75,99.87,0,7.61,,0,99.72,100,100,,0.2,0.03,54.1551,1.06
,14-Mar-23,100,99.94,0,5699.58,275.03,100,0,7.55,,0,100,100,100,,0.05,0.02,57.6936,1.74
,15-Mar-23,99.99,99.98,0.01,7210.43,604.27,99.9,0,7.78,,0,99.79,100,100,,0.02,0.03,58.8049,1.13
,16-Mar-23,99.89,99.95,0,5848.71,647.24,100,0,7.74,,0,99.87,100,100,100,0.06,0.03,54.7627,1.49
,17-Mar-23,99.98,99.96,0,6722.73,473.3,100,0,7.71,,0,99.87,100,100,,0.02,0.04,55.2647,1.08
CH_ZQ_T2_OM_AYAN31D_D,13-Mar-23,99.88,99.89,0.02,5833.27,140.94,100,0,8.55,,0,99.89,100,100,,0.03,0.01,69.154,4.25
,14-Mar-23,100,99.94,0.01,6714.8,265.12,100,0,8.91,,0,100,100,100,,0.02,0.16,73.6957,6.31
,15-Mar-23,99.97,99.92,0,7105.35,598,100,0,8.66,,0,100,100,,,0,0,75.8981,8.87
,16-Mar-23,99.97,99.98,0.03,7679.59,526.04,99.88,0,8.7,,0,99.75,99.26,100,,0.03,0.01,80.0817,8.22
,17-Mar-23,99.94,99.9,0.01,11676.69,1551.72,99.84,0,9.01,,0,99.72,100,100,,0.02,0.02,85.0152,6.66
CH_ZQ_T2_OM_BHAR19A_A,13-Mar-23,99.86,99.73,0.03,5133.63,131.81,99.92,0,6.84,,0,98.55,100,100,,0.05,0.99,48.0327,0.69
,14-Mar-23,99.9,99.93,0,2948.63,402.77,100,0,6.16,,0,98.85,100,100,,0.49,0.18,50.9003,0.76
,15-Mar-23,99.92,99.95,0.02,3908.53,500.07,100,0,6.46,,0,96.36,100,66.67,,0.01,0.03,51.5793,1.12
,16-Mar-23,99.98,99.96,0,3061.76,666.23,99.91,0,6.16,,0,98.03,100,100,,0.15,0.02,58.8153,0.7
,17-Mar-23,100,100,0,3379.41,651.44,100,0,6.3,,0,97.18,100,100,,0.81,0.33,56.6619,0.75
CH_ZQ_T2_OM_BHAR19B_B,13-Mar-23,99.87,99.72,0,8213.09,114.33,98.61,0,8.76,,0,96.62,100,100,,0.01,0.06,78.8552,7.22
,14-Mar-23,99.98,99.98,0.02,5220.15,647.61,99.56,0,8.12,,0,99.7,100,100,,0.02,0.02,84.3478,9.83
,15-Mar-23,100,99.97,0,4852.65,587.67,99.77,0,7.97,,0,100,100,100,,0.04,0.01,82.8737,6.01
,16-Mar-23,99.98,99.85,0.01,4347.27,697.32,100,0,7.95,,0,99.88,100,,,0,0,85.6755,4.33
,17-Mar-23,99.98,99.98,0,6643.27,635.71,99.76,0,8.02,,0,99.82,100,100,,0.01,0.02,81.18,4.32
CH_ZQ_T2_OM_BHAR19C_C,13-Mar-23,99.96,99.89,0.01,8123.51,500.9,99.72,0,8.06,,0,100,100,100,,0.3,0.03,71.4338,0.8
,14-Mar-23,99.95,99.94,0.03,9797.02,1045.15,99.72,0,7.94,,0,100,100,100,,0.08,0.02,76.2165,0.82
,15-Mar-23,99.96,99.89,0.02,8434.87,1135.09,99.9,0,7.82,,0,99.8,100,100,,0.03,0.01,81.2005,0.92
,16-Mar-23,99.96,99.99,0.01,8277.87,1124.22,100,0,7.44,,0,100,100,100,,0.34,0,82.7169,0.95
,17-Mar-23,99.96,99.94,0.02,7084.96,806.56,99.93,0,7.75,,0,99.86,100,100,,0.12,0.03,80.4956,0.81
CH_ZQ_T2_OM_BHAR19C_N,13-Mar-23,99.9,99.95,0,6173.27,76.05,99.82,0,8.3,,0,99.92,100,100,,0.06,0.47,86.9319,8.3
,14-Mar-23,99.98,99.96,0,5577.65,460.7,99.83,0,8.31,,0,99.92,100,100,,0.03,0.02,111.0537,7.88
,15-Mar-23,99.98,99.98,0.01,4053.21,586.6,99.9,0,8.09,,0,99.77,100,100,,0.04,0.03,125.9331,10.03
,16-Mar-23,100,99.89,0.02,4842.68,839.51,99.86,0,8.03,,0,99.82,100,100,,0.01,0.01,120.7505,8.66
,17-Mar-23,99.93,99.94,0,5217.03,624.9,99.73,0,8.13,,0,100,100,100,,0,0.01,139.1348,9.22
CH_ZQ_T2_OM_BHAR19D_D,13-Mar-23,97.78,98.43,0.04,6329.29,64.78,95.96,0,7.09,,0,91.57,99.55,100,,0.02,0.14,65.9832,3.1
,14-Mar-23,99.81,99.9,0,2564.58,121.9,99.82,0,6.45,,0,100,100,100,,0.11,0.03,62.9078,3.48
,15-Mar-23,99.95,100,0,2296.99,304.93,100,0,6.44,,4.76,99.01,100,87.5,,0.1,0.02,68.5575,2.83
,16-Mar-23,99.96,99.89,0.01,3153.38,571.15,99.94,0,6.86,,0,99.44,100,100,,0.04,0.06,70.8602,3.08
,17-Mar-23,99.95,99.99,0,2983.81,455.87,100,0,6.6,,0,99.76,100,100,,0.04,0.08,69.222,2.23
CH_ZQ_T2_OM_MANI22A_A,13-Mar-23,99.87,99.91,0.01,3400.48,315.68,65.39,0,8.11,,0,91.55,100,100,100,0.06,0.03,51.9379,5.59
,14-Mar-23,99.97,99.97,0,9839.23,572.91,99.86,0,8.91,,0.67,91.52,100,100,100,0.05,0.02,49.4965,7.95
,15-Mar-23,99.94,100,0.03,11953.86,715.49,100,0,7.83,,0,94.85,100,100,,0.01,0.02,50.7817,7.37
,16-Mar-23,99.95,99.71,0,7641.6,981.97,99.9,0,7.85,,0,69.01,100,100,0,0.05,0.01,42.9311,4.93
,17-Mar-23,100,99.75,0,9590.93,765.38,100,0,7.77,,0,98.06,100,100,,0,0,44.4501,5.05
CH_ZQ_T2_OM_MANI22B_B,13-Mar-23,99.93,100,0,8528.96,1059.26,100,0,8.03,,0,100,100,100,,0.02,0.01,78.1079,4.38
,14-Mar-23,100,99.77,0,6601.14,1130.22,99.86,0,7.77,,0,99.46,100,100,,0.02,0,72.3525,4.38
,15-Mar-23,99.97,99.88,0,7596.05,1564.08,99.87,0,7.53,,0,99.73,100,100,,0,0.01,72.3997,4.16
,16-Mar-23,100,99.9,0,5312.1,781.41,100,0,7.47,,0,99.86,100,100,,0.01,0.01,79.5575,4.97
,17-Mar-23,99.98,99.78,0,5519.62,1081.89,99.71,0,7.83,,0,99.7,100,100,100,0.05,0.01,71.8114,5.14
CH_ZQ_T2_OM_MANI22C_C,13-Mar-23,99.2,99.04,0.07,4548.23,44.23,98.5,0,7.23,,4.55,99.71,100,100,,0.13,0.08,90.3934,4.92
,14-Mar-23,99.94,99.88,0.03,3816.64,438.23,99.72,0,6.95,,0,99.71,100,100,100,0.09,0.03,95.0309,5.82
,15-Mar-23,99.97,99.97,0.01,4001.12,678.26,99.91,0,7.07,,3.45,99.53,100,100,100,0.21,0.03,91.6692,6.47
,16-Mar-23,99.95,99.93,0.01,3523.42,604.51,100,0,6.96,,0,99.64,99.79,100,100,0.17,0.05,93.3707,6.41
,17-Mar-23,100,99.96,0,6256.76,563.71,100,0,7.53,,0,100,100,100,100,0.12,0.02,90.3729,5.83
CH_ZQ_T2_OM_MANI22D_D,13-Mar-23,100,99.87,0.02,13352.7,899.56,99.82,0,8.99,,0,96.15,100,100,,0.03,0.03,37.8389,3.84
,14-Mar-23,100,99.98,0,8407.34,1161.53,99.86,0,8.64,,0,95.36,100,100,,0.01,0.01,45.3155,4.4
,15-Mar-23,100,100,0,9346.68,525.37,99.76,0,8.43,,0,100,100,100,,0.01,0.01,46.976,5.21
,16-Mar-23,99.95,99.92,0,8954.99,546.46,100,0,8.76,,0,93.84,100,100,,0,0.04,43.739,4.63
,17-Mar-23,100,100,0,13881.97,1152.45,100,0,8.88,,0,82.65,100,100,,0.01,0,44.2892,3.97
CH_ZQ_T2_OM_PATT30A_A,13-Mar-23,99.15,99.18,0.22,2233.18,36.61,98.07,0,6.19,,0,99.62,100,100,,0.06,0.73,10.4573,4.61
,14-Mar-23,99.76,99.67,0.07,2075.15,187.27,99.01,0,5.41,,0,99.37,100,100,,0.09,1.82,51.9534,17.72
,15-Mar-23,99.68,99.92,0,2320.34,309.8,99.61,0,5.35,,0,100,100,100,,0.09,0.66,67.2288,19.54
,16-Mar-23,99.8,99.76,0.04,2865.63,348.81,99.58,0,5.12,,0,100,100,100,,0.05,0.11,57.0655,18.38
,17-Mar-23,100,99.84,0,6345.53,748.57,100,0,7.49,,0,99.8,100,100,,0.21,1.47,68.5439,9.38
CH_ZQ_T2_OM_PATT30B_B,13-Mar-23,98.17,99.29,0.08,3383.43,33.8,95,0,7.73,,1.04,99.26,99.7,99.04,,0.08,1.09,22.9771,6.91
,14-Mar-23,99.97,99.91,0,3425.9,112.05,97.24,0,7.83,,0,100,100,93.88,,0.02,0.41,137.0168,36.84
,15-Mar-23,99.98,99.84,0,9342.78,189.15,98.62,0,8.94,,0,99.91,99.87,98.4,,0.02,0.05,199.7955,56.21
,16-Mar-23,99.96,99.92,0.01,2369.42,792.75,98.85,0,7.99,,0.15,90.16,100,97.93,,0.09,0.18,190.0468,69.5
,17-Mar-23,99.98,99.95,0,3023.92,749.59,98.69,0,7.7,,0,90.47,100,99.14,,0.02,0.18,188.2868,55.52
CH_ZQ_T2_OM_PATT30B_M,13-Mar-23,97.91,99.04,0.19,1976.75,25.62,97.69,0,5.95,,0.79,100,100,97.85,,0.1,4.45,11.2976,4.41
,14-Mar-23,99.49,99.72,0.05,906.28,89.04,99.08,0,5.17,,0,99.37,100,98.88,,0.12,2.31,62.7013,25.89
,15-Mar-23,99.77,99.84,0,1203.89,229.83,99.52,0,5.23,,0.56,100,100,97.41,,0.17,0.67,80.8991,37.63
,16-Mar-23,100,99.97,0,3942.87,284.98,99.87,0,6.77,,0,100,100,98.77,,0.16,1.03,79.7701,36.12
,17-Mar-23,99.91,99.89,0,4043.54,450.96,99.52,0,6.91,,0.62,99.68,100,100,,0.12,0.56,52.8643,14.45
CH_ZQ_T2_OM_PATT30C_C,13-Mar-23,97.83,98.55,0.05,7360,17.83,99.46,0,8.43,,0,100,100,100,,0.07,1.73,13.9951,4.59
,14-Mar-23,99.94,95.78,0,5064.27,389.32,99.19,0,8.06,,0,99.18,100,100,,0.05,1.05,111.4469,28.94
,15-Mar-23,99.93,99.76,0.01,3681.14,327.55,99.14,0,7.45,,0,79.08,100,98.73,,0.03,0.05,167.3115,33.13
,16-Mar-23,99.95,99.72,0.01,4612.37,618.34,100,0,7.83,,0,77.32,100,100,,0.02,0.02,142.7614,32.27
,17-Mar-23,99.92,99.98,0.01,3957.67,572.6,99.04,0,8.06,,0,78.35,100,98.63,,0.03,0.1,165.8524,27.4
CH_ZQ_T2_OM_PATT30D_D,13-Mar-23,94.61,96.38,0.15,4949.17,16.82,97.87,0,6.85,,0.6,98.46,98.93,98.91,,0.38,3.6,10.6331,2.1
,14-Mar-23,99.6,99.55,0.03,1887.25,78,97.98,0,7.44,,0.4,96.76,99.76,95.65,,0.08,2.35,75.3941,17.49
,15-Mar-23,99.88,99.77,0.02,2303.95,210.48,96.51,0,7.14,,0,95.93,100,100,,0.03,0.32,130.7035,37.46
,16-Mar-23,99.98,99.76,0.04,3623.25,267.32,99.13,0,7.51,,0,99.85,100,92.98,,0.1,0.73,129.3846,29.13
,17-Mar-23,99.84,99.57,0.01,2730.29,250.53,97.68,0,7.35,,0,98.21,100,88.1,,0.03,0.25,124.6229,21.8
CH_ZQ_T2_OM_RICHI8A_A,13-Mar-23,99.62,99.56,0.64,5694.69,117.54,99.46,0,9.35,,0.85,82.75,99.89,100,100,0.07,0.06,48.9177,6.12
,14-Mar-23,99.91,99.82,0.4,6351.64,248.65,99.66,0,9.27,,1.34,84.72,100,96.15,100,0.02,0.7,49.6969,5.55
,15-Mar-23,99.85,99.91,0.53,5455.92,241.05,99.76,0,9.29,,1.71,85.92,99.88,100,,0.07,0.15,57.6468,5.55
,16-Mar-23,99.9,99.85,0.41,6377.46,248.78,99.67,0,9.48,,3.53,82.23,100,100,100,0.22,0.95,50.8234,5.68
,17-Mar-23,99.91,99.85,0.3,5188.09,447.11,99.84,0,9.64,,2.42,83.78,100,100,100,0.05,0.09,52.5201,6.08
CH_ZQ_T2_OM_RICHI8B_B,13-Mar-23,99.92,99.93,0.33,10335.54,449.45,99.5,0,9.5,,0,78,100,100,,0.02,0.01,31.1924,2.73
,14-Mar-23,99.82,99.87,0.3,9957.09,290.88,99.78,0,9.71,,2.44,79.4,100,100,,0.1,0.03,27.1207,1.98
,15-Mar-23,100,99.95,0,12205.53,727.13,100,0,9.54,,2.38,97.3,100,100,,0.01,0.69,27.36,1.53
,16-Mar-23,100,100,0.17,14285.67,747.89,100,0,10.2,,0,96.38,100,100,,0.05,0.01,32.1238,1.76
,17-Mar-23,100,100,0,13755.75,800.17,100,0,10.16,,0,91.89,100,100,,0,0.19,32.2349,3.08
CH_ZQ_T2_OM_RICHI8C_C,13-Mar-23,99.87,99.85,0.26,9504.27,287.09,99.7,0,9.05,,2.46,83.12,100,100,,0.01,0.01,59.9177,13.91
,14-Mar-23,99.98,99.91,0.15,10169.82,365.05,99.46,0,8.92,,1.38,83.88,100,100,,0.01,0.01,66.8526,11.92
,15-Mar-23,100,99.88,0.13,13337.71,629.46,99.86,0,8.96,,0,83.76,100,100,100,0.01,0.01,60.8443,12.3
,16-Mar-23,99.98,99.94,0.14,10731.24,786.83,99.67,0,9.08,,1.16,84.29,99.74,100,,0.03,0,59.9801,12.45
,17-Mar-23,99.99,99.78,0.11,7349.41,726.32,99.83,0,8.93,,1.03,82.41,100,100,,0.06,0.36,64.977,12.18
CH_ZQ_T2_OM_RICHI8C_N,13-Mar-23,100,99.88,0.03,9724.18,820.71,99.48,0,9.48,,1.25,89.74,100,100,,0.03,0.01,44.2403,6.11
,14-Mar-23,100,99.84,0,14242.69,965.49,100,0,9.26,,0,87.06,100,100,,0.01,0.01,44.4839,6.93
,15-Mar-23,100,99.86,0,14644.21,919.57,100,0,9.24,,0,92.11,100,100,,0.02,0.01,43.9848,6.41
,16-Mar-23,99.96,99.89,0.06,15898.53,799.38,98.4,0,9.36,,0,93.02,100,100,,0.02,0.02,42.0754,5.21
,17-Mar-23,100,99.97,0.03,15961.99,902.36,100,0,9.5,,2.38,89.62,100,100,,0.02,0.01,47.0857,6.1
